idx,name,ident,format,vendor,is_instrument,primary_category,categories,primary_category_v6,categories_v6
1229,VST3: Transperc (Apisonic Labs),C:\Program Files\Common Files\VST3\Transperc.vst3,VST3,Apisonic Labs,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1230,VST: Transpire (Sonic Anomaly),C:\Program Files\Common Files\VST2\Transpire.x64.dll,VST,Sonic Anomaly,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1231,VST: Transverb (Destroy FX),C:\Program Files (x86)\Steinberg\VSTPlugins\dfx Transverb.dll,VST,Destroy FX,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1232,VST3: Trash (iZotope),C:\Program Files\Common Files\VST3\iZotope\Trash.vst3,VST3,iZotope,False,Saturation/Distortion,Saturation/Distortion,Saturation/Distortion,Saturation/Distortion
1233,VST3: TremODeath (EvilTurtleProductions),C:\Program Files\Common Files\VST3\TremODeath.vst3,VST3,EvilTurtleProductions,False,Modulation,Modulation,Modulation,Modulation
1234,VST: TremODeath (EvilTurtleProductions),C:\Program Files\Common Files\VST3\TremODeath.dll,VST,EvilTurtleProductions,False,Modulation,Modulation,Modulation,Modulation
1235,VST: Tremolo (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Tremolo64.dll,VST,airwindows,False,Modulation,Modulation,Modulation,Modulation
1236,VST: TremoSquare (airwindows),C:\Program Files\Common Files\VST2\Airwindows\TremoSquare64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Modulation,Modulation
1237,VST: Trianglizer (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Trianglizer64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1238,VST3i: Triaz Player (Wave Alchemy) (32 out),C:\Program Files\Common Files\VST3\Triaz Player.vst3,VST3I,Wave Alchemy,True,Instruments,Instruments,Instruments,Instruments
1239,VST3i: TripleCheese (u-he),C:\Program Files\Common Files\VST3\TripleCheese(x64).vst3,VST3I,u-he,True,Instruments,Instruments,Instruments,Instruments
1240,VSTi: TripleCheese (u-he),C:\Program Files\Common Files\VST3\TripleCheese(x64).dll,VSTI,u-he,True,Instruments,Instruments,Instruments,Instruments
1241,VSTi: TripleCheese (x86) (u-he),C:\Program Files (x86)\Steinberg\VSTPlugins\TripleCheese.dll,VSTI,u-he,True,Instruments,Instruments,Instruments,Instruments
1242,VST: TripleSpread (airwindows),C:\Program Files\Common Files\VST2\Airwindows\TripleSpread64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1243,VST: Tube (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Tube64.dll,VST,airwindows,False,Saturation/Distortion,Saturation/Distortion,Saturation/Distortion,Saturation/Distortion
1244,VST3: Tube Saturator Vintage (Wave Arts),C:\Program Files\Common Files\VST3\TubeSaturatorVintage_64.vst3,VST3,Wave Arts,False,Saturation/Distortion,Saturation/Distortion,Saturation/Distortion,Saturation/Distortion
1245,VST: Tube2 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Tube264.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1246,VST: TubeDesk (airwindows),C:\Program Files\Common Files\VST2\Airwindows\TubeDesk64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip; Saturation/Distortion
1247,VST3: TugGlicento (2Rule),C:\Program Files\Common Files\VST3\TugGlicento.vst3,VST3,,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1248,VST3: TuPRE (AnalogObsession),C:\Program Files\Common Files\VST3\TuPRE.vst3\Contents\x86_64-win\TuPRE.vst3,VST3,AnalogObsession,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1249,VSTi: TyrellN6 (u-he),C:\Program Files\Common Files\VST3\TyrellN6(x64).dll,VSTI,u-he,True,Instruments,Instruments,Instruments,Instruments
1250,VST3i: TyrellN6 (u-he),C:\Program Files\Common Files\VST3\TyrellN6(x64).vst3,VST3I,u-he,True,Instruments,Instruments,Instruments,Instruments
1251,VSTi: TyrellN6 (x86) (u-he),C:\Program Files (x86)\Steinberg\VSTPlugins\TyrellN6.dll,VSTI,u-he,True,Instruments,Instruments,Instruments,Instruments
1252,VST3: Uberloud (BOOM Interactive),C:\Program Files\Common Files\VST3\Uberloud.vst3,VST3,BOOM Interactive,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1253,VST: uLawDecode (airwindows),C:\Program Files\Common Files\VST2\Airwindows\uLawDecode64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1254,VST: uLawEncode (airwindows),C:\Program Files\Common Files\VST2\Airwindows\uLawEncode64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1255,VST: Ultrasonic (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Ultrasonic64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1256,VST: UltrasonicLite (airwindows),C:\Program Files\Common Files\VST2\Airwindows\UltrasonicLite64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1257,VST: UltrasonicMed (airwindows),C:\Program Files\Common Files\VST2\Airwindows\UltrasonicMed64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1258,VST: UltrasonX (airwindows),C:\Program Files\Common Files\VST2\Airwindows\UltrasonX64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1259,VST: UnBox (airwindows),C:\Program Files\Common Files\VST2\Airwindows\UnBox64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1260,VST: Unfiltered Audio Bass Mint (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\Unfiltered Audio Bass Mint.dll,VST,Plugin Alliance,False,MultiFX/ChannelStrip,MultiFX/ChannelStrip; Saturation/Distortion; Dynamics,MultiFX/ChannelStrip,MultiFX/ChannelStrip; Saturation/Distortion; Dynamics
1261,VST3i: Unfiltered Audio Battalion (Plugin Alliance) (18 out),C:\Program Files\Common Files\VST3\Unfiltered Audio Battalion.vst3,VST3I,Plugin Alliance,True,Instruments,Instruments,Instruments,Instruments
1262,VSTi: Unfiltered Audio Battalion (Plugin Alliance) (18 out),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\Unfiltered Audio Battalion.dll,VSTI,Plugin Alliance,True,Instruments,Instruments,Instruments,Instruments
1263,VST: Unfiltered Audio Fault (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\Unfiltered Audio Fault.dll,VST,Plugin Alliance,False,Glitch/Granular/Spectral,Glitch/Granular/Spectral; Saturation/Distortion; Modulation,Glitch/Granular/Spectral,Glitch/Granular/Spectral; Saturation/Distortion; Modulation
1264,VST: Unfiltered Audio G8 (Plugin Alliance) (4ch),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\Unfiltered Audio G8.dll,VST,Plugin Alliance,False,Gate/TranceGate,Gate/TranceGate,Gate/TranceGate,Gate/TranceGate
1265,VST: Unfiltered Audio lo-fi-af (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\Unfiltered Audio lo-fi-af.dll,VST,Plugin Alliance,False,Saturation/Distortion,Saturation/Distortion,Saturation/Distortion,Saturation/Distortion
1266,VST: Unfiltered Audio Sandman Pro (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\Unfiltered Audio Sandman Pro.dll,VST,Plugin Alliance,False,Glitch/Granular/Spectral,Glitch/Granular/Spectral,Glitch/Granular/Spectral,Glitch/Granular/Spectral
1267,VST: Unfiltered Audio Silo (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\Unfiltered Audio Silo.dll,VST,Plugin Alliance,False,Reverb,Glitch/Granular/Spectral|Reverb,Reverb,Reverb
1268,VST: Unfiltered Audio Zip (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\Unfiltered Audio Zip.dll,VST,Plugin Alliance,False,Glitch/Granular/Spectral,Glitch/Granular/Spectral; Delay; Pitch/Time,Glitch/Granular/Spectral,Glitch/Granular/Spectral; Delay; Pitch/Time
1269,VST: Unlimited (Sonic Anomaly) (6ch),C:\Program Files\Common Files\VST3\Unlimited.x64.dll,VST,Sonic Anomaly,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1270,VST: Utility (Venn Audio),C:\Program Files\Common Files\VST2\Utility.dll,VST,Venn Audio,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1271,"VST: ValhallaFreqEcho (Valhalla DSP, LLC)",C:\Program Files\Common Files\VST2\ValhallaFreqEcho_x64.dll,VST,"Valhalla DSP, LLC",False,Reverb,Reverb,Reverb,Reverb
1272,"VST3: ValhallaFreqEcho (Valhalla DSP, LLC)",C:\Program Files\Common Files\VST3\ValhallaFreqEcho.vst3,VST3,"Valhalla DSP, LLC",False,Reverb,Reverb,Reverb,Reverb
1273,"VST3: ValhallaSpaceModulator (Valhalla DSP, LLC)",C:\Program Files\Common Files\VST3\ValhallaSpaceModulator.vst3,VST3,"Valhalla DSP, LLC",False,Reverb,Reverb,Reverb,Reverb
1274,"VST: ValhallaSpaceModulator (Valhalla DSP, LLC)",C:\Program Files\Common Files\VST2\ValhallaSpaceModulator_x64.dll,VST,"Valhalla DSP, LLC",False,Reverb,Reverb,Reverb,Reverb
1275,"VST: ValhallaSupermassive (Valhalla DSP, LLC)",C:\Program Files\Common Files\VST2\ValhallaSupermassive_x64.dll,VST,"Valhalla DSP, LLC",False,Reverb,Reverb,Reverb,Reverb
1276,"VST3: ValhallaSupermassive (Valhalla DSP, LLC)",C:\Program Files\Common Files\VST3\ValhallaSupermassive.vst3,VST3,"Valhalla DSP, LLC",False,Reverb,Reverb,Reverb,Reverb
1277,VST: VariMu (airwindows),C:\Program Files\Common Files\VST2\Airwindows\VariMu64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Dynamics,Dynamics
1278,VST: Verbity (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Verbity64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Reverb,Reverb
1279,VST: Verbity2 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Verbity264.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Reverb,Reverb
1280,VST3i: Verv (Puremagnetik),C:\Program Files\Common Files\VST3\Verv\Verv.vst3,VST3I,Puremagnetik,True,Instruments,Instruments,Instruments,Instruments
1281,VST: Vibrato (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Vibrato64.dll,VST,airwindows,False,Modulation,Modulation,Modulation,Modulation
1282,VST: Vinyl (iZotope),C:\Program Files\Steinberg\VSTPlugins\Vinyl.dll,VST,iZotope,False,Saturation/Distortion,Saturation/Distortion,LoFi/Degrade,LoFi/Degrade; Saturation/Distortion
1283,VST3: Vinyl (iZotope),C:\Program Files\Common Files\VST3\iZotope\Vinyl.vst3,VST3,iZotope,False,Saturation/Distortion,Saturation/Distortion,LoFi/Degrade,LoFi/Degrade; Saturation/Distortion
1284,VST: VinylDither (airwindows),C:\Program Files\Common Files\VST2\Airwindows\VinylDither64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,LoFi/Degrade,Dither/NoiseShaping; LoFi/Degrade
1285,VST3i: Virt Vereor (Noise Engineering),C:\Program Files\Common Files\VST3\Noise Engineering\Virt Vereor.vst3,VST3I,Noise Engineering,True,Instruments,Instruments,Instruments,Instruments
1286,VST3: VISION 4X (Excite Audio),C:\Program Files\Common Files\VST3\VISION 4X.vst3\Contents\x86_64-win\VISION 4X.vst3,VST3,Excite Audio,False,Metering/Analysis,Metering/Analysis,Metering/Analysis,Metering/Analysis
1287,VST: VISION 4X (x86) (Excite Audio),C:\Program Files (x86)\Steinberg\VSTPlugins\VISION 4X.dll,VST,Excite Audio,False,Metering/Analysis,Metering/Analysis,Metering/Analysis,Metering/Analysis
1288,VST3i: Vital (Vital Audio),C:\Program Files\Common Files\VST3\Vital.vst3,VST3I,Vital Audio,True,Instruments,Instruments,Instruments,Instruments
1289,VSTi: Vital (Vital Audio),C:\Program Files\Steinberg\VSTPlugins\Vital.dll,VSTI,Vital Audio,True,Instruments,Instruments,Instruments,Instruments
1290,"VSTi: VK-1 Viking Synthesizer (Blamsoft, Inc.)",C:\Program Files\Common Files\VST2\VK-1 Viking Synthesizer.dll,VSTI,"Blamsoft, Inc.",True,Instruments,Instruments,Instruments,Instruments
1291,VST: VoiceOfTheStarship (airwindows),C:\Program Files\Common Files\VST2\Airwindows\VoiceOfTheStarship64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1292,VST: VoiceTrick (airwindows),C:\Program Files\Common Files\VST2\Airwindows\VoiceTrick64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1293,VST3i: Voltage Modular (Cherry Audio) (4->8ch),C:\Program Files\Common Files\VST3\Voltage Modular\Voltage Modular.vst3,VST3I,Cherry Audio,True,Instruments,Instruments,Instruments,Instruments
1294,VSTi: Voltage Modular (Cherry Audio) (4->8ch),C:\Program Files\Steinberg\VSTPlugins\Voltage Modular\Voltage Modular.dll,VSTI,Cherry Audio,True,Instruments,Instruments,Instruments,Instruments
1295,VST3: Voltage Modular FX (Cherry Audio) (4->8ch),C:\Program Files\Common Files\VST3\Voltage Modular\Voltage Modular FX.vst3,VST3,Cherry Audio,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip
1296,VST: Voltage Modular FX (Cherry Audio) (4->8ch),C:\Program Files\Steinberg\VSTPlugins\Voltage Modular\Voltage Modular FX.dll,VST,Cherry Audio,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip
1297,VST3: VPRE-72 (Fuse Audio Labs),C:\Program Files\Common Files\VST3\Fuse Audio Labs\VPRE-72.vst3,VST3,Fuse Audio Labs,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1298,VST3: Warmy EP1A V2 (Kiive Audio),C:\Program Files\Common Files\VST3\Warmy EP1A V2.vst3,VST3,Kiive Audio,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1299,VST3: Warp (BABY Audio),C:\Program Files\Common Files\VST3\Warp.vst3,VST3,BABY Audio,False,Other/Unknown,Other/Unknown,Pitch/Time,Pitch/Time
1300,VST: Warp (x86) (BABY Audio),C:\Program Files (x86)\Steinberg\VSTPlugins\Warp.dll,VST,BABY Audio,False,Other/Unknown,Other/Unknown,Pitch/Time,Pitch/Time
1301,VST3: Wave (Outobugi),C:\Program Files\Common Files\VST3\Wave 1.2.0\Wave.vst3,VST3,Outobugi,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1302,VST: Weight (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Weight64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1303,VST: Wider (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Wider64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1304,VST3: Wider (Polyverse Music),C:\Program Files\Common Files\VST3\Wider.vst3,VST3,Polyverse Music,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
1305,VST: Wolfbot (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Wolfbot64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1306,VST: XBandpass (airwindows),C:\Program Files\Common Files\VST2\Airwindows\XBandpass64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1307,VST: XHighpass (airwindows),C:\Program Files\Common Files\VST2\Airwindows\XHighpass64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
1308,VST: XLowpass (airwindows),C:\Program Files\Common Files\VST2\Airwindows\XLowpass64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
1309,VST: XNotch (airwindows),C:\Program Files\Common Files\VST2\Airwindows\XNotch64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1310,VST: XRegion (airwindows),C:\Program Files\Common Files\VST2\Airwindows\XRegion64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1311,VSTi: Xsub             (SimplySounds    ) (32 out),C:\Program Files\Common Files\VST2\Xsub.dll,VSTI,SimplySounds,True,Instruments,Instruments,Instruments,Instruments
1312,VST: YBandpass (airwindows),C:\Program Files\Common Files\VST2\Airwindows\YBandpass64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1313,VST: YHighpass (airwindows),C:\Program Files\Common Files\VST2\Airwindows\YHighpass64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
1314,VST: YLowpass (airwindows),C:\Program Files\Common Files\VST2\Airwindows\YLowpass64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
1315,VST: YNotBandpass (airwindows),C:\Program Files\Common Files\VST2\Airwindows\YNotBandpass64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1316,VST: YNotch (airwindows),C:\Program Files\Common Files\VST2\Airwindows\YNotch64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1317,VST: YNotHighpass (airwindows),C:\Program Files\Common Files\VST2\Airwindows\YNotHighpass64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
1318,VST: YNotLowpass (airwindows),C:\Program Files\Common Files\VST2\Airwindows\YNotLowpass64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
1319,VST: YNotNotch (airwindows),C:\Program Files\Common Files\VST2\Airwindows\YNotNotch64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1320,VST3: Youlean Loudness Meter 2 (Youlean) (24ch),C:\Program Files\Common Files\VST3\Youlean Loudness Meter 2.vst3,VST3,Youlean,False,Metering/Analysis,Metering/Analysis,Metering/Analysis,Metering/Analysis
1321,VST: Youlean Loudness Meter 2 (Youlean) (24ch),C:\Program Files\Steinberg\VSTPlugins\Youlean Loudness Meter 2.dll,VST,Youlean,False,Metering/Analysis,Metering/Analysis,Metering/Analysis,Metering/Analysis
1322,VST: ZBandpass (airwindows),C:\Program Files\Common Files\VST2\Airwindows\ZBandpass64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1323,VST: ZBandpass2 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\ZBandpass264.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1324,VSTi: ZebraHZ (u-he),C:\Program Files\Common Files\VST3\ZebraHZ(x64).dll,VSTI,u-he,True,Instruments,Instruments,Instruments,Instruments
1325,VST3i: ZebraHZ (u-he),C:\Program Files\Common Files\VST3\ZebraHZ(x64).vst3,VST3I,u-he,True,Instruments,Instruments,Instruments,Instruments
1326,VSTi: ZebraHZ (x86) (u-he),C:\Program Files (x86)\Steinberg\VSTPlugins\ZebraHZ.dll,VSTI,u-he,True,Instruments,Instruments,Instruments,Instruments
1327,VST: ZHighpass (airwindows),C:\Program Files\Common Files\VST2\Airwindows\ZHighpass64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
1328,VST: ZHighpass2 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\ZHighpass264.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
1329,VST3: ZL Equalizer (ZL),C:\Program Files\Common Files\VST3\ZL Equalizer.vst3\Contents\x86_64-win\ZL Equalizer.vst3,VST3,ZL,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
1330,VST: ZLowpass (airwindows),C:\Program Files\Common Files\VST2\Airwindows\ZLowpass64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
1331,VST: ZLowpass2 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\ZLowpass264.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
1332,VST: ZNotch (airwindows),C:\Program Files\Common Files\VST2\Airwindows\ZNotch64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1333,VST: ZNotch2 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\ZNotch264.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1334,VST: Zoom (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Zoom64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1335,VST: ZOutputStage (airwindows),C:\Program Files\Common Files\VST2\Airwindows\ZOutputStage64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1336,VST: ZRegion (airwindows),C:\Program Files\Common Files\VST2\Airwindows\ZRegion64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1337,VST: ZRegion2 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\ZRegion264.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
1338,VST3i: Zyklop (Dawesome),C:\Program Files\Common Files\VST3\Zyklop.vst3,VST3I,Dawesome,True,Instruments,Instruments,Instruments,Instruments
1339,CLAP: Couture (Auburn Sounds),com.auburnsounds.Couture,CLAP,Auburn Sounds,False,Transient/Shaper,Transient/Shaper,Transient/Shaper,Transient/Shaper
1340,CLAP: Inner Pitch 2 (Auburn Sounds),com.auburnsounds.Inner-Pitch--,CLAP,Auburn Sounds,False,Pitch/Time,Pitch/Time,Pitch/Time,Pitch/Time
1341,CLAP: Panagement 2 (Auburn Sounds),com.auburnsounds.Panagement--,CLAP,Auburn Sounds,False,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging,Spatial/Imaging
1342,CLAPi: TyrellN6 (u-he),com.u-he.TyrellN6,CLAPI,u-he,True,Instruments,Instruments,Instruments,Instruments
1343,CLAPi: ZebraHZ (u-he),com.u-he.ZebraHZ,CLAPI,u-he,True,Instruments,Instruments,Instruments,Instruments
1344,CLAP: ogler (Francesco Bertolaccini),dev.bertolaccini.ogler,CLAP,Francesco Bertolaccini,False,Video/Visual,Video/Visual,Video/Visual,Video/Visual
1345,CLAPi: Surge XT (Surge Synth Team),org.surge-synth-team.surge-xt,CLAPI,Surge Synth Team,True,Instruments,Instruments,Instruments,Instruments
1346,CLAP: Surge XT Effects (Surge Synth Team),org.surge-synth-team.surge-xt-fx,CLAP,Surge Synth Team,True,Instruments,Instruments,Instruments,Instruments
1347,JS: Gain Reduction Scope (Cockos),analysis/gain_reduction_scope,JS,Cockos,False,Metering/Analysis,Metering/Analysis|Utility/Routing,Metering/Analysis,Metering/Analysis
1348,JS: Frequency Spectrum Analyzer Meter (Cockos),analysis/gfxanalyzer,JS,Cockos,False,Metering/Analysis,Metering/Analysis,Metering/Analysis,Metering/Analysis
1349,JS: Oscilloscope Meter (Cockos),analysis/gfxscope,JS,Cockos,False,Metering/Analysis,Metering/Analysis,Metering/Analysis,Metering/Analysis; Noise/Generator
1350,JS: Spectrograph Spectrogram Meter (Cockos),analysis/gfxspectrograph,JS,Cockos,False,Metering/Analysis,Metering/Analysis,Metering/Analysis,Metering/Analysis
1351,JS: Loudness Meter Peak/RMS/LUFS (Cockos),analysis/loudness_meter,JS,Cockos,False,Metering/Analysis,Metering/Analysis,Metering/Analysis,Metering/Analysis
1352,JS: Spectropaint Synthesis,analysis/spectropaint,JS,,False,Other/Unknown,Other/Unknown,Metering/Analysis,Metering/Analysis
1353,JS: WigWare Multi-channel Peak VU Meter,analysis/WigMCVUMeter,JS,,False,Metering/Analysis,Metering/Analysis,Metering/Analysis,Metering/Analysis
1354,JS: Zoom Analyzer Demo,analysis/zoomanalyzer,JS,,False,Metering/Analysis,Metering/Analysis,Metering/Analysis,Metering/Analysis
1355,JS: Delay,delay/delay,JS,,False,Delay,Delay,Delay,Delay
1356,JS: Delay w/Stereo Bounce,delay/delay_chfun,JS,,False,Delay,Delay|Spatial/Imaging,Delay,Delay; Spatial/Imaging
1357,JS: Delay w/Chorus,delay/delay_chorus,JS,,False,Delay,Delay|Modulation,Delay,Delay; Modulation
1358,JS: Delay (Lo-Fi),delay/delay_lowres,JS,Lo-Fi,False,Saturation/Distortion,Delay|Saturation/Distortion,Delay,Delay; Saturation/Distortion
1359,JS: Delay w/Sustain,delay/delay_sustain,JS,,False,Delay,Delay,Delay,Delay
1360,JS: Delay w/Tone Control,delay/delay_tone,JS,,False,Delay,Delay,Delay,Delay
1361,JS: Delay w/LFO-Modulated Length,delay/delay_varlen,JS,,False,Delay,Delay,Delay,Delay
1362,JS: Time Adjustment Delay,delay/time_adjustment,JS,,False,Delay,Delay,Delay,Delay; Pitch/Time
1363,JS: General Dynamics (Cockos),dynamics/general_dynamics,JS,Cockos,False,Other/Unknown,Other/Unknown,Dynamics,Dynamics
1364,JS: FFT Peak-Following Filter,filters/autopeakfilter,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter; Metering/Analysis
1365,JS: DC Filter,filters/dc_remove,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1366,JS: MDCT Filter,filters/mdct-filter,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1367,JS: MDCT Sweeping Filter,filters/mdct-volsweep,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1368,JS: Resonant Lowpass Filter,filters/resonantlowpass,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1369,JS: Spectropaint Filter,filters/spectro_filter_paint,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter; Metering/Analysis
1370,JS: Sweeping Resonant Lowpass Filter,filters/sweepinglowpass,JS,,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
1371,JS: Convolution Amp/Cab Modeler,guitar/amp-model,JS,,False,Saturation/Distortion,Reverb|Saturation/Distortion,Amp/Cab/Guitar,Amp/Cab/Guitar; Saturation/Distortion
1372,JS: Convolution Dual Amp Modeler,guitar/amp-model-dual,JS,,False,Saturation/Distortion,Reverb|Saturation/Distortion,Amp/Cab/Guitar,Amp/Cab/Guitar; Saturation/Distortion
1373,JS: Chorus,guitar/chorus,JS,,False,Modulation,Modulation,Amp/Cab/Guitar,Amp/Cab/Guitar; Modulation
1374,JS: Distortion (Fuzz),guitar/distort-fuzz,JS,Fuzz,False,Saturation/Distortion,Saturation/Distortion,Amp/Cab/Guitar,Amp/Cab/Guitar; Saturation/Distortion
1375,JS: Distortion,guitar/distortion,JS,,False,Saturation/Distortion,Saturation/Distortion,Amp/Cab/Guitar,Amp/Cab/Guitar; Saturation/Distortion
1376,JS: Flanger,guitar/flanger,JS,,False,Modulation,Modulation,Amp/Cab/Guitar,Amp/Cab/Guitar; Modulation
